Num,Type,Per
4099,ab,0.641754351271
13350,ab,0.547987422171
15927,ab,0.612262983773
20406,ab,0.631853138777
21992,ab,0.625880355362
27887,c,0.31149403602
46988,ab,0.572961748738
74260,ab,0.612522626959
75433,ab,0.555702765029
75486,ab,0.562574562809
91658,ab,0.647260858223
92912,ab,0.53879143865
93149,ab,0.509529275209
98874,ab,0.738329601782
114272,ab,0.793004216445
128795,ab,0.640023909169
133858,ab,0.641975699851
151276,ab,0.603455885245
156391,ab,0.907496629521
172870,ab,0.550572664997
174197,c,0.384879150471
181100,ab,0.527015758519
183558,c,0.333306190541
188444,ab,0.517138044553
190889,ab,0.515945314351
191474,ab,0.592173572748
236818,c,0.339003694734
244803,ab,0.580121785648
260984,ab,0.643236994463
276162,ab,0.642761030656
288008,c,0.275605521495
289242,c,0.291292667054
293282,ab,0.515991620271
315111,ab,0.601654883064
318024,c,0.35850817538
323707,ab,0.536350731455
324172,ab,0.626164075273
329948,ab,0.673152608812
334937,ab,0.671164657116
337335,ab,0.613193437285
343892,ab,0.597313404422
349151,ab,0.590300782399
359035,ab,0.531061982522
376465,c,0.432427428882
377927,ab,0.480918681776
389821,ab,0.456040319044
396003,ab,0.600651640806
398718,ab,0.505623126991
402316,ab,0.54307623784
403009,ab,0.589419729139
404325,ab,0.587521807809
406141,ab,0.498291619669
415496,ab,0.546682232921
423548,c,0.335141696214
429508,c,0.350861318451
431701,ab,0.606785148394
433099,ab,0.643172792954
444248,ab,0.460112173616
452872,ab,0.578921088225
470994,c,0.346793702163
479770,ab,0.486398264091
490555,ab,0.630911694543
495429,ab,0.630760808405
495485,ab,0.71532981193
517394,ab,0.686835942046
519433,ab,0.469392103369
539796,c,0.328688653024
543302,ab,0.626807812976
557177,ab,0.556892616047
562035,c,0.342127342322
586767,c,0.38901736067
596771,ab,0.744957258204
611173,ab,0.531023592279
627003,ab,0.617988666885
638540,c,0.336404532462
685614,ab,0.588987757118
686094,ab,0.512181308935
688001,ab,0.5877128845
695960,ab,0.635454835852
704542,ab,0.627313656395
719834,ab,0.687576257588
719918,ab,0.623365049261
724413,ab,0.650548488474
728020,ab,0.618615523813
744810,ab,0.58611445137
747380,c,0.39419605446
765345,c,0.262327714715
778130,c,0.305165284445
785754,ab,0.682099803504
795010,ab,0.454669279378
824910,ab,0.536932273204
834454,ab,0.576610027611
834891,ab,0.570872078758
837937,ab,0.518478604167
842229,ab,0.717405717621
844778,c,0.339591269224
848438,ab,0.469270094788
850835,c,0.40812719553
860305,ab,0.503992488578
866986,ab,0.549881497762
871783,ab,0.569410914111
873466,ab,0.631665098859
879471,ab,0.507846617882
887288,ab,0.539484762201
921268,ab,0.581607981909
952930,ab,0.638969182657
959802,c,0.378616771287
962043,ab,0.636774835461
965946,ab,0.641688738048
974754,ab,0.587908147105
981664,ab,0.606049003584
985847,ab,0.583379425265
1013184,ab,0.614318300907
1019544,ab,0.622446825464
1027882,ab,0.446054610516
1052471,ab,0.483990154724
1056152,ab,0.587522276242
1060996,ab,0.508395001373
1061631,ab,0.575894767255
1078860,c,0.395469574869
1087206,ab,0.557552667686
1091627,c,0.312324736574
1092650,ab,0.532723258513
1094455,ab,0.559209641302
1096833,ab,0.554791623256
1102005,c,0.3298022767
1104006,ab,0.542664604021
1116811,ab,0.670265455378
1117692,ab,0.542616712208
1123380,ab,0.586535092564
1132009,ab,0.585812448979
1135062,c,0.349173384073
1141088,ab,0.758405223932
1141712,c,0.358943659988
1151398,ab,0.615207609048
1157760,ab,0.602961410714
1164401,ab,0.486791596147
1190623,c,0.315616665162
1191610,ab,0.46523431098
1200092,ab,0.52997322774
1203504,ab,0.459102100742
1217801,c,0.340179379813
1223933,ab,0.797848004434
1230610,ab,0.565396620995
1231908,ab,0.498564489439
1260383,ab,0.585823502411
1265892,ab,0.499788459515
1286634,ab,0.604839769638
1296407,ab,0.708586946896
1301781,ab,0.601052861876
1308429,ab,0.636983374644
1320077,ab,0.602280106502
1335377,ab,0.505989312549
1342595,c,0.284336968948
1343911,ab,0.682794019093
1358209,ab,0.555270315731
1359573,c,0.269456461915
1374620,ab,0.607067809222
1375324,ab,0.500316110324
1386131,ab,0.505346920156
1399304,ab,0.616113524717
1404827,ab,0.532961745677
1411677,ab,0.631356379875
1414940,ab,0.566206776889
1415276,ab,0.580769203352
1420164,ab,0.655639046387
1421011,ab,0.602795918944
1438472,ab,0.583339323964
1452363,ab,0.459303362229
1463748,ab,0.567901498598
1464306,ab,0.603992646399
1469157,ab,0.495867899144
1477740,c,0.297828481904
1478867,c,0.336589855659
1482164,c,0.395282732336
1486075,ab,0.585401410807
1493454,ab,0.561335434998
1494655,ab,0.467452477545
1496687,c,0.301655136155
1500601,ab,0.502025921903
1503067,ab,0.658608658239
1516296,c,0.350514843873
1521737,ab,0.47387337598
1529930,ab,0.636128907018
1532452,ab,0.571405302275
1561045,ab,0.495828518832
1563844,ab,0.622012236142
1565124,ab,0.503096383566
1568441,ab,0.530162470069
1594723,ab,0.639304964829
1604251,ab,0.630371258496
1604541,ab,0.722990487911
1628736,ab,0.646565277081
1634879,ab,0.515439109508
1635700,ab,0.595181936838
1640797,ab,0.563838556987
1646523,ab,0.637431229204
1651620,ab,0.552132918074
1652999,ab,0.597904834739
1660792,ab,0.557696402635
1661779,ab,0.676667983826
1671222,ab,0.604475547035
1689801,ab,0.594115789073
1709732,ab,0.649984725123
1728462,c,0.33968397432
1729301,ab,0.513424783059
1736120,ab,0.622183404823
1747387,c,0.348105290228
1757431,c,0.254145925236
1777602,ab,0.491285132825
1777709,ab,0.537072218816
1780197,ab,0.471223176647
1781006,ab,0.810903565038
1784813,ab,0.591316315026
1794923,ab,0.519668054603
1799963,c,0.344819485045
1806461,ab,0.475384338501
1812388,c,0.348913305303
1816764,ab,0.5190620232
1829974,ab,0.498811723395
1830137,ab,0.616433178532
1833923,ab,0.675836226434
1835117,ab,0.622160962207
1836599,c,0.338629884738
1837162,ab,0.580767811149
1841285,ab,0.499553917313
1864989,ab,0.575207257159
1867617,ab,0.576160850198
1879031,ab,0.5777732697
1884245,ab,0.621679702237
1895734,ab,0.674987649539
1898191,ab,0.594216511509
1912140,ab,0.570165312527
1928523,ab,0.601955559798
1935271,ab,0.564230362405
1950381,ab,0.597984506204
1956001,ab,0.552552731735
1958810,ab,0.547844370805
1975314,ab,0.523824647617
1981725,ab,0.485873184148
1986301,c,0.30839523597
1991751,ab,0.658993852154
2021875,ab,0.476303326318
2022233,ab,0.502488964174
2084718,ab,0.49311280321
2089796,ab,0.533638840049
2105056,c,0.313306631024
2105372,ab,0.649103986993
2108339,ab,0.615069304616
2139649,ab,0.630075666593
2150854,ab,0.580196017269
2155005,ab,0.601093225883
2157016,ab,0.551395621633
2158989,ab,0.71883653049
2175525,c,0.397691050696
2187058,ab,0.594659211213
2198610,ab,0.501085915722
2212327,ab,0.480682760765
2213142,c,0.301762819457
2222649,ab,0.614298415366
2226631,ab,0.639547636583
2226946,ab,0.568736495924
2230438,ab,0.561556700406
2233809,c,0.290364294151
2248073,ab,0.622378292302
2278841,ab,0.51705657229
2279091,ab,0.630271960518
2291937,c,0.387939302184
2297800,ab,0.522215335892
2308042,c,0.41647157957
2313959,ab,0.712152910794
2314306,c,0.324506351808
2317855,c,0.275353820991
2361636,c,0.305878478154
2365928,ab,0.661750971231
2368337,ab,0.74296967787
2369144,ab,0.475827731727
2372082,ab,0.574309100802
2383195,ab,0.493954869549
2396176,c,0.265782892962
2396343,c,0.336033441654
2407601,ab,0.56246610614
2418168,ab,0.587747370137
2421108,c,0.286312911829
2438281,ab,0.549935685528
2445511,c,0.39422334917
2454285,ab,0.545437122787
2461789,ab,0.646986893565
2463400,c,0.393547850623
2464128,c,0.397668832141
2474106,ab,0.51943716985
2488976,c,0.405046761296
2506078,c,0.361015966807
2528013,c,0.35891609191
2557547,c,0.287730433217
2583770,c,0.337362109819
2589749,ab,0.554513694095
2609442,c,0.309431722951
2630747,ab,0.55036964148
2639854,c,0.298260533581
2642610,ab,0.536477535378
2659801,c,0.329615060335
2666464,ab,0.657946916176
2671427,c,0.328556304512
2672828,ab,0.647529981692
2677849,ab,0.589468382724
2682034,ab,0.55060434983
2684274,ab,0.515640033931
2686670,ab,0.589949255914
2699885,ab,0.630829340889
2701721,c,0.277776263543
2708658,ab,0.649471743968
2710828,ab,0.598634821807
2716396,ab,0.455695585175
2746161,ab,0.52761069536
2746520,c,0.360330782207
2751495,ab,0.632882295956
2754458,c,0.335156131975
2767122,ab,0.512230079407
2777873,ab,0.581709803143
2779194,c,0.280631101746
2792532,ab,0.528063820269
2794912,ab,0.530292483537
2796512,ab,0.466139497986
2798633,ab,0.610573633751
2862649,ab,0.592992999537
2863787,c,0.366553126584
2876780,ab,0.482987683855
2881014,ab,0.571263675054
2881977,ab,0.650036620419
2883224,ab,0.531060159017
2895452,ab,0.54276128503
2897953,ab,0.69096261242
2898698,ab,0.529044197572
2900402,ab,0.524376332962
2903664,ab,0.436911440463
2914119,ab,0.574251974723
2945973,ab,0.604808830923
2961934,ab,0.579396503278
2984427,c,0.323420178702
2993715,ab,0.620311806887
2993853,ab,0.610646561655
3008757,ab,0.589379870609
3009615,ab,0.540127219771
3016107,ab,0.512091977726
3019986,ab,0.510663518832
3031571,c,0.366136119031
3043989,ab,0.570380002634
3066531,ab,0.641874750367
3070595,ab,0.570429663717
3113123,ab,0.623655187583
3138275,ab,0.61630814387
3186655,c,0.286573849056
3196666,ab,0.598492410469
3196965,ab,0.642361934234
3200791,c,0.310286026854
3214909,c,0.37657109574
3230076,ab,0.487085275131
3239998,ab,0.477095340488
3247039,c,0.340118321748
3248231,ab,0.607577205843
3253504,ab,0.636686341487
3261172,ab,0.627758103642
3267381,c,0.329513901588
3273519,ab,0.470047525628
3292721,c,0.331314006297
3300027,ab,0.561861046071
3306761,c,0.286805450696
3307501,ab,0.585160986675
3307752,ab,0.525050365208
3308790,c,0.375607279746
3315131,ab,0.477396876215
3348773,c,0.419936891662
3351232,ab,0.577245746825
3353516,ab,0.664944890686
3358190,c,0.418755786531
3369848,ab,0.582126959793
3391166,ab,0.47621836446
3391742,ab,0.549705606396
3394424,c,0.362518917241
3397977,c,0.362670001779
3407814,ab,0.48979375276
3420019,ab,0.557745415166
3424087,ab,0.723388007864
3443455,ab,0.526838418976
3454148,ab,0.621827770408
3455861,ab,0.627800708684
3460994,ab,0.564471951081
3477138,ab,0.497100748894
3478713,c,0.364044436655
3487796,ab,0.569477072777
3488054,ab,0.4997224523
3490598,c,0.356358659336
3493224,ab,0.559285946433
3539169,ab,0.551129931409
3551215,ab,0.643397263059
3554117,ab,0.508643546865
3559921,ab,0.633297825631
3561934,c,0.33486962471
3565718,ab,0.663341925321
3569935,c,0.313267316293
3585856,c,0.343036971825
3595357,ab,0.593574150526
3607310,c,0.404288100677
3644954,c,0.308416520121
3650178,ab,0.605596228233
3671840,ab,0.606209461403
3673468,ab,0.642995863858
3681103,ab,0.599830537685
3681504,c,0.324999894738
3694338,ab,0.480345877175
3717246,c,0.336862891609
3727873,ab,0.545697450583
3728525,ab,0.691693032227
3729373,ab,0.460119246029
3737894,ab,0.466193475081
3743584,ab,0.523961642183
3745929,ab,0.77825435994
3780112,ab,0.497216584539
3812132,ab,0.569291299658
3815021,ab,0.670959939225
3818676,ab,0.586349936463
3852768,c,0.426138098897
3869323,ab,0.566611085659
3869494,ab,0.669212408025
3879827,ab,0.595590038237
3916305,ab,0.550375796411
3923225,ab,0.560523098246
3938770,ab,0.613533833098
3944324,ab,0.593867790291
3953443,ab,0.655082099322
3959688,ab,0.613291052572
3972240,ab,0.625055359102
3974293,ab,0.631492970892
3976199,ab,0.570202274343
3981578,ab,0.594922642411
3988771,ab,0.605804967879
3991828,ab,0.625788437679
3992128,ab,0.716773238643
4000365,ab,0.600623084598
4041854,ab,0.61643448875
4050393,ab,0.624410478971
4058320,ab,0.622183830568
4064584,ab,0.680391929066
4076916,ab,0.609832920947
4098094,ab,0.46581698419
4118254,ab,0.818777105463
4130096,ab,0.607426252954
4133965,ab,0.555802020255
4150624,c,0.352261065186
4152720,ab,0.487099266706
4301093,c,0.388939523078
4320005,ab,0.555243977837
4344245,ab,0.530439037072
4383295,c,0.370342725626
4397821,ab,0.645405370962
4409020,ab,0.574297585526
4430769,ab,0.510390376745
4442518,ab,0.536986700828
4455741,c,0.266454670069
4514429,ab,0.659863415511
4583407,ab,0.648275969582
4614863,c,0.353140950668
4699038,ab,0.659161730476
4699278,c,0.358412901883
4831704,ab,0.553792644733
4839757,ab,0.699131154371
4843792,ab,0.554233987594
4873252,ab,0.471167783678
4898715,c,0.425645449249
4918277,ab,0.530588605969
4920018,ab,0.640334993498
4937322,ab,0.589899426703
4947744,ab,0.611822155451
4948742,c,0.359679937456
4950238,ab,0.614429845684
4954954,ab,0.553683239879
4956438,ab,0.608054165715
4956681,ab,0.499544271999
4983075,ab,0.646699776606
4984662,ab,0.636862677328
4992418,ab,0.580370636475
5011634,c,0.357840485746
